File,Blue Score,Green Score,Pink Score,Yellow Score,Purple Score,Red Score,Blue Time,Green Time,Pink Time,Yellow Time,Purple Time,Red Time
subject3_scenario3_frame125_pink.jpg,0.0393033922,0,0.575248003,0.212982357,0.195444018,0,0.28129999999999999,0.53810000000000002,0.46750000000000003,0.37580000000000002,0.44390000000000002,0.54959999999999998
subject3_scenario3_frame126_pink.jpg,0.0265209675,0,0.53638202,0.168772832,0.19552657,0,0.27800000000000002,2.9365999999999999,0.75380000000000003,0.45669999999999999,1.1942999999999999,0.94969999999999999
subject3_scenario3_frame127_pink.jpg,0.0393323004,0,0.554235816,0.184888467,0.201324314,0,0.44319999999999998,0.4587,0.66359999999999997,0.49149999999999999,0.54249999999999998,0.42849999999999999
subject3_scenario3_frame128_pink.jpg,0.050569579,0,0.551579952,0.197288081,0.205047518,0,0.42359999999999998,0.48159999999999997,0.70440000000000003,0.47089999999999999,0.43840000000000001,0.48630000000000001
subject3_scenario3_frame129_pink.jpg,0.0320706815,0,0.530657291,0.172241449,0.203240752,0,0.27860000000000001,0.3876,0.36509999999999998,0.4496,0.45550000000000002,0.50439999999999996
subject3_scenario3_frame130_pink.jpg,0.043203786,0,0.53993094,0.184028149,0.207654178,0,4.3350999999999997,0.70609999999999995,0.60150000000000003,0.5292,0.45610000000000001,0.89029999999999998
subject3_scenario3_frame131_pink.jpg,0,0,0.531271458,0.121597052,0.206468344,0,0.3019,0.44330000000000003,0.41770000000000002,0.48580000000000001,0.42720000000000002,0.49819999999999998
subject3_scenario3_frame132_pink.jpg,0.000190407038,0,0.499131411,0.117055178,0.216339916,0,0.28760000000000002,0.73429999999999995,0.3508,0.74719999999999998,0.37440000000000001,0.45340000000000003
subject3_scenario3_frame133_pink.jpg,0.00868996978,0,0.490574718,0.133078247,0.222678199,0,5.9451999999999998,0.3453,0.50539999999999996,0.35439999999999999,0.30370000000000003,0.38679999999999998
subject3_scenario3_frame134_pink.jpg,0.00674065948,0,0.491811693,0.137247667,0.22323215,0,0.081199999999999994,0.4194,0.38329999999999997,0.49480000000000002,0.29480000000000001,0.34620000000000001
subject3_scenario3_frame135_pink.jpg,0.019165948,0,0.481102586,0.149105698,0.22240752,0,0.32279999999999998,0.4743,0.62,0.40820000000000001,0.2928,0.9425
subject3_scenario3_frame136_pink.jpg,0.0163283795,0,0.562815785,0.158365965,0.196647808,0,0.53690000000000004,0.43269999999999997,3.3856999999999999,0.41449999999999998,0.64829999999999999,0.53939999999999999
